,base,yng,mid,old
2014-06-14,34970263,4,4,24
2014-06-15,39982384,13,3,19
2014-06-16,32895356,11,7,28
2014-06-17,33038823,14,5,24
2014-06-18,32661479,41,4,126
2014-06-19,33390052,25,6,81
2014-06-20,34678087,3,3,32
2014-06-21,34303160,12,0,27
2014-06-22,37125583,10,2,19
2014-06-23,33473727,10,6,26
2014-06-24,33003129,5,2,45
2014-06-25,35738442,14,5,31
2014-06-26,32636198,9,4,35
2014-06-27,33090984,7,2,34
2014-06-28,33905935,8,2,23
2014-06-29,39013494,9,4,28
2014-06-30,33856739,37,6,36
2014-07-01,33710525,7,7,38
2014-07-02,33394164,10,4,30
2014-07-03,33088415,8,3,19
2014-07-04,34063754,9,3,38
2014-07-05,35498245,10,5,39
2014-07-06,37476658,6,6,28
2014-07-07,35011521,13,2,34
2014-07-08,34415392,38,6,344
2014-07-09,34771207,21,3,101
2014-07-10,36233821,32,8,168
2014-07-11,35925503,16,6,107
2014-07-12,37655831,11,4,29
2014-07-13,37061063,7,3,30
2014-07-14,35511246,17,3,32
2014-07-15,34393812,21,8,41
2014-07-16,34219769,10,2,41
2014-07-17,33425138,16,3,31
2014-07-18,34207580,19,1,66
2014-07-19,34946123,12,4,25
2014-07-20,36264571,11,2,18
2014-07-21,36434034,9,6,38
2014-07-22,35379269,10,6,36
2014-07-23,35104992,10,2,35
2014-07-24,35790060,13,1,47
2014-07-25,36402439,8,6,34
2014-07-26,36267634,9,4,26
2014-07-27,38945533,13,4,31
2014-07-28,35014294,18,5,39
2014-07-29,35248644,4,1,35
2014-07-30,35728294,14,4,39
2014-07-31,36479814,14,2,28
2014-08-01,37176989,11,1,28
2014-08-02,37715106,13,3,27
2014-08-03,37668099,11,2,20
2014-08-04,34979491,11,3,34
2014-08-05,35763386,6,5,35
2014-08-06,36395341,8,3,27
2014-08-07,36165954,9,2,24
2014-08-08,37417329,11,3,21
2014-08-09,38679193,8,1,23
2014-08-10,42102960,20,5,19
2014-08-11,37610754,17,4,26
2014-08-12,37171427,10,1,28
2014-08-13,38723587,9,8,40
2014-08-14,37103139,16,2,26
2014-08-15,38516466,10,3,19
2014-08-16,39175153,7,2,21
2014-08-17,38588511,11,2,17
2014-08-18,36229306,18,3,26
2014-08-19,36035902,14,2,23
2014-08-20,36465104,12,3,23
2014-08-21,36557748,5,1,23
2014-08-22,36696824,13,2,20
2014-08-23,36140293,13,3,20
2014-08-24,38084023,12,6,21
2014-08-25,35196857,38,4,44
2014-08-26,35280506,25,5,69
2014-08-27,34788591,19,6,49
2014-08-28,34944797,23,2,41
2014-08-29,36323401,12,2,30
2014-08-30,36609581,11,8,60
2014-08-31,39202518,9,3,42
2014-09-01,34629257,15,3,58
2014-09-02,33288694,14,2,51
2014-09-03,32816059,17,4,27
2014-09-04,33144075,9,6,23
2014-09-05,35152168,35,6,388
2014-09-06,34801610,18,3,199
2014-09-07,36853351,9,4,95
2014-09-08,33114782,8,3,60
2014-09-09,33609243,10,3,33
2014-09-10,33920590,11,6,38
2014-09-11,34291869,11,4,44
2014-09-12,33487553,14,2,51
2014-09-13,35055194,16,3,48
2014-09-14,35897749,10,3,72
2014-09-15,36592631,11,0,137
2014-09-16,35005586,20,5,125
2014-09-17,34096219,9,5,54
2014-09-18,33383655,17,1,90
2014-09-19,33769519,11,7,58
2014-09-20,35408896,9,4,61
2014-09-21,37930420,13,4,41
2014-09-22,33357888,8,3,43
2014-09-23,36488998,10,6,43
2014-09-24,34468893,23,2,103
2014-09-25,34411217,15,2,107
2014-09-26,34102583,12,4,50
2014-09-27,35194920,6,4,31
2014-09-28,37984488,5,1,26
2014-09-29,33924152,7,1,43
2014-09-30,33719031,13,2,32
2014-10-01,34624663,15,3,34
2014-10-02,33799937,8,5,39
2014-10-03,33530998,12,3,40
2014-10-04,36538353,15,4,28
2014-10-05,40963683,32,3,55
2014-10-06,40771335,8,4,44
2014-10-07,34471697,12,10,30
2014-10-08,34708841,16,4,30
2014-10-09,33881488,14,4,20
2014-10-10,34472684,12,6,39
2014-10-11,36604499,14,6,27
2014-10-12,37367646,8,2,29
2014-10-13,42447390,4,3,16
2014-10-14,36167276,8,4,56
2014-10-15,34021149,12,3,106
2014-10-16,32869742,26,2,80
2014-10-17,33243200,26,5,32
2014-10-18,36025391,9,3,25
2014-10-19,36535283,18,1,24
2014-10-20,34194295,11,2,26
2014-10-21,33157312,82,13,24
2014-10-22,33141841,15,5,26
2014-10-23,33130939,7,5,22
2014-10-24,32973173,10,6,47
2014-10-25,32191652,12,6,27
2014-10-26,36567776,24,1,39
2014-10-27,33127761,10,2,33
2014-10-28,32765898,7,4,32
2014-10-29,32755040,11,4,45
2014-10-30,33655404,7,2,39
2014-10-31,33885264,10,7,33
2014-11-01,35281288,12,3,29
2014-11-02,36009789,10,2,27
2014-11-03,36655010,7,3,29
2014-11-04,32588255,7,4,46
2014-11-05,32938349,8,4,44
2014-11-06,33202701,13,3,41
2014-11-07,33107236,5,5,30
2014-11-08,35999811,7,5,30
2014-11-09,37058504,14,4,63
2014-11-10,34116679,22,1,124
2014-11-11,34131030,15,3,56
2014-11-12,33361965,8,27,50
2014-11-13,33377877,6,9,33
2014-11-14,33969711,10,5,61
2014-11-15,35201800,9,7,23
2014-11-16,36964118,20,8,30
2014-11-17,33513808,15,5,45
2014-11-18,33384854,14,5,38
2014-11-19,33040994,7,2,39
2014-11-20,33718891,7,2,30
2014-11-21,34871153,4,4,33
2014-11-22,36268400,8,3,34
2014-11-23,36583989,10,3,15
2014-11-24,37275260,10,3,22
2014-11-25,33701682,6,6,36
2014-11-26,35786934,2,3,25
2014-11-27,33671984,11,3,29
2014-11-28,33679551,13,2,28
2014-11-29,35985938,6,1,55
2014-11-30,38387046,6,3,32
2014-12-01,35334174,12,13,60
2014-12-02,33880116,9,3,42
2014-12-03,37104640,12,9,41
2014-12-04,33568416,10,2,26
2014-12-05,34041703,9,3,36
2014-12-06,35733191,7,0,30
2014-12-07,37353548,28,7,29
2014-12-08,34432030,13,2,55
2014-12-09,33828724,12,2,44
2014-12-10,33421625,13,5,41
2014-12-11,33869568,12,1,39
2014-12-12,33973120,6,5,31
2014-12-13,35496128,12,5,19
2014-12-14,38848161,19,7,28
2014-12-15,34240174,12,2,21
2014-12-16,33737231,5,4,34
2014-12-17,34720555,5,6,29
2014-12-18,34183877,7,12,29
2014-12-19,33516595,46,4,30
2014-12-20,35811600,38,3,29
2014-12-21,36842187,14,2,34
2014-12-22,34280521,9,3,37
2014-12-23,35732533,13,18,26
2014-12-24,38065985,15,9,38
2014-12-25,36527512,9,2,22
2014-12-26,37111880,18,5,40
2014-12-27,35376280,6,3,24
2014-12-28,36499711,8,21,45
2014-12-29,35925705,10,8,33
2014-12-30,39238370,3,4,31
2014-12-31,50942352,11,34,33
2015-01-01,47888989,9,5,16
2015-01-02,35130953,11,5,17
2015-01-03,34983428,8,2,39
2015-01-04,35143065,12,2,34
2015-01-05,34978311,19,4,63
2015-01-06,34001462,8,9,31
2015-01-07,34833283,15,3,172
2015-01-08,34193851,16,0,115
2015-01-09,33272270,13,3,85
2015-01-10,35539067,15,3,58
2015-01-11,36434801,23,1,42
2015-01-12,37100521,27,8,31
2015-01-13,33074728,21,2,38
2015-01-14,32891578,12,4,52
2015-01-15,33337419,17,1,187
2015-01-16,34203881,10,6,100
2015-01-17,36115275,10,2,61
2015-01-18,37579201,14,4,55
2015-01-19,34143998,8,5,43
2015-01-20,33467865,13,6,171
2015-01-21,33626067,10,7,56
2015-01-22,34891712,5,3,83
2015-01-23,36607806,10,2,38
2015-01-24,36546153,6,3,60
2015-01-25,38179941,4,1,56
2015-01-26,35035298,11,5,53
2015-01-27,34572167,13,9,67
2015-01-28,34135500,11,3,59
2015-01-29,34145872,6,4,66
2015-01-30,35765820,7,3,38
2015-01-31,37483127,23,4,83
2015-02-01,40454223,14,3,30
2015-02-02,35896713,6,4,93
2015-02-03,35634992,3,2,46
2015-02-04,35013511,11,3,33
2015-02-05,35447711,10,3,75
2015-02-06,36132103,6,4,49
2015-02-07,37754676,2,3,39
2015-02-08,39670450,16,2,54
2015-02-09,36020019,14,5,49
2015-02-10,35669080,20,5,69
2015-02-11,38634284,13,6,97
2015-02-12,37668292,13,3,42
2015-02-13,37243600,14,4,45
2015-02-14,40271833,9,3,44
2015-02-15,39749909,8,5,43
2015-02-16,36907000,16,7,64
2015-02-17,36336348,13,4,33
2015-02-18,37066121,17,3,41
2015-02-19,36999595,6,4,39
2015-02-20,37964150,7,3,39
2015-02-21,38674156,15,2,40
2015-02-22,42354776,18,4,61
2015-02-23,38984294,10,3,45
2015-02-24,37373933,8,4,66
2015-02-25,38607356,7,2,46
2015-02-26,38408352,14,4,39
2015-02-27,38886669,11,0,44
2015-02-28,38541082,15,2,22
2015-03-01,41351270,27,3,41
2015-03-02,37770786,23,2,57
2015-03-03,37702556,17,2,58
2015-03-04,39778337,40,5,372
2015-03-05,39236694,14,2,189
2015-03-06,41019480,9,4,67
2015-03-07,43158000,12,2,51
2015-03-08,45075613,16,4,40
2015-03-09,42429245,17,7,40
2015-03-10,39394164,20,3,166
2015-03-11,36912157,11,7,83
2015-03-12,35826422,23,6,47
2015-03-13,36866252,9,5,33
2015-03-14,38207560,12,3,34
2015-03-15,39415628,12,2,29
2015-03-16,36771732,11,1,36
2015-03-17,36897906,9,5,35
2015-03-18,37263598,9,4,42
2015-03-19,37660348,13,2,26
2015-03-20,37562889,13,2,35
2015-03-21,38646831,12,1,24
2015-03-22,39290895,11,2,29
2015-03-23,36878898,8,3,35
2015-03-24,36906699,15,7,34
2015-03-25,37090687,10,3,102
2015-03-26,38594588,6,3,38
2015-03-27,39529359,16,3,34
2015-03-28,39277402,17,1,47
2015-03-29,40392887,8,2,42
2015-03-30,38618792,11,4,31
2015-03-31,41019462,23,2,110
2015-04-01,43494817,7,0,37
2015-04-02,39674532,7,0,38
2015-04-03,40077272,4,2,33
2015-04-04,41370714,11,6,32
2015-04-05,41628975,13,2,19
2015-04-06,38581200,7,2,24
2015-04-07,37667533,12,3,40
2015-04-08,37496566,10,5,39
2015-04-09,35719092,7,6,77
2015-04-10,35387016,8,0,67
2015-04-11,38010024,7,4,36
2015-04-12,39829880,11,4,59
2015-04-13,35003906,8,1,37
2015-04-14,34833788,43,5,39
2015-04-15,35284662,17,3,38
2015-04-16,34392103,4,3,26
2015-04-17,34868843,12,1,45
2015-04-18,36239700,16,3,47
2015-04-19,39323410,14,2,36
2015-04-20,35372408,7,5,47
2015-04-21,34885052,16,9,33
2015-04-22,35027040,12,6,44
2015-04-23,35081054,15,5,44
2015-04-24,35161199,7,2,34
2015-04-25,37093377,9,3,42
2015-04-26,38922430,15,5,34
2015-04-27,35424405,8,3,25
2015-04-28,35621078,13,11,51
2015-04-29,38232163,7,2,28
2015-04-30,36066582,12,4,40
2015-05-01,36588647,33,8,35
2015-05-02,37332462,12,3,53
2015-05-03,39113384,8,4,21
2015-05-04,38261502,9,2,39
2015-05-05,38384168,15,2,32
2015-05-06,39756985,6,6,50
2015-05-07,35475985,10,2,33
2015-05-08,35825402,11,4,50
2015-05-09,38425373,17,3,79
2015-05-10,40360698,6,6,47
2015-05-11,35211727,8,2,65
2015-05-12,35712050,8,5,64
2015-05-13,35491545,11,5,69
2015-05-14,35465883,7,4,44
2015-05-15,35923112,7,3,32
2015-05-16,37322289,6,3,29
2015-05-17,40492792,12,8,45
2015-05-18,36049493,13,5,64
2015-05-19,35388906,9,8,59
2015-05-20,36143881,20,6,66
2015-05-21,35663759,17,9,74
2015-05-22,36184952,8,8,48
2015-05-23,37356649,8,3,30
2015-05-24,38200155,18,2,131
2015-05-25,37101681,11,8,98
2015-05-26,35450799,13,3,60
2015-05-27,35913420,10,10,58
2015-05-28,35808523,10,2,79
2015-05-29,35690587,14,1,42
2015-05-30,40121709,11,5,29
2015-05-31,39433692,19,5,62
2015-06-01,35781395,33,10,160
2015-06-02,34500865,25,6,69
2015-06-03,35409430,18,6,38
2015-06-04,34784978,10,9,47
2015-06-05,35538573,12,20,61
2015-06-06,37817186,12,6,30
2015-06-07,38508274,11,6,31
2015-06-08,34898648,10,2,51
2015-06-09,35239612,21,1,96
2015-06-10,35214672,15,5,69
2015-06-11,35857702,17,1,158
2015-06-12,35886115,23,7,94
2015-06-13,37643398,15,3,61
2015-06-14,39007142,14,6,48
2015-06-15,36098397,14,6,52
2015-06-16,36166779,14,2,44
2015-06-17,35093555,9,2,38
2015-06-18,34191442,10,2,26
2015-06-19,34470225,13,1,47
2015-06-20,36443170,13,4,24
2015-06-21,37895564,8,5,54
2015-06-22,35032492,9,2,48
2015-06-23,34792846,9,5,31
2015-06-24,35198905,13,4,34
2015-06-25,34299307,683,2,68
2015-06-26,34850324,784,4,55
2015-06-27,37512863,355,3,41
2015-06-28,39526659,144,2,36
2015-06-29,34448664,40,5,37
2015-06-30,34687771,16,4,43
2015-07-01,35296826,10,1,44
2015-07-02,34723031,10,4,36
2015-07-03,36324777,21,2,42
2015-07-04,38435090,19,6,51
2015-07-05,39012105,15,6,98
2015-07-06,35222165,10,8,43
2015-07-07,35602501,16,4,37
2015-07-08,34479096,21,6,92
2015-07-09,34172878,9,7,227
2015-07-10,35604604,15,4,79
2015-07-11,36512648,3,3,40
2015-07-12,38761372,11,1,34
2015-07-13,35935728,8,2,45
2015-07-14,35233944,11,6,42
2015-07-15,36469979,13,6,35
2015-07-16,36761934,8,1,70
2015-07-17,38801505,11,9,45
2015-07-18,38529713,12,9,48
2015-07-19,37807230,9,3,28
2015-07-20,39106105,17,3,33
2015-07-21,36772060,10,4,48
2015-07-22,37070032,11,4,46
2015-07-23,36287697,12,23,42
2015-07-24,38347245,7,10,39
2015-07-25,39170875,12,5,29
2015-07-26,40324470,13,2,36
2015-07-27,36226893,9,3,55
2015-07-28,36231306,11,2,45
2015-07-29,38188117,7,3,31
2015-07-30,36774191,6,4,21
2015-07-31,37836729,9,2,38
2015-08-01,38858176,13,1,37
2015-08-02,38418760,8,1,71
2015-08-03,36022174,13,1,55
2015-08-04,36562810,14,2,34
2015-08-05,36883002,15,2,21
2015-08-06,36884470,15,11,44
2015-08-07,36541647,19,4,45
2015-08-08,37185903,13,7,24
2015-08-09,37326303,11,6,40
2015-08-10,36100498,12,3,38
2015-08-11,36382673,15,1,46
2015-08-12,36391477,20,3,45
2015-08-13,37399791,18,9,31
2015-08-14,38610424,11,6,47
2015-08-15,38486609,12,2,28
2015-08-16,39630192,11,2,30
2015-08-17,36527322,20,5,46
2015-08-18,36040778,14,2,62
2015-08-19,35320986,15,6,67
2015-08-20,37303420,27,6,55
2015-08-21,37282488,9,7,53
2015-08-22,39025670,11,5,44
2015-08-23,39515724,21,3,124
2015-08-24,36004540,14,4,42
2015-08-25,36521358,10,0,33
2015-08-26,35470787,8,3,37
2015-08-27,35081140,17,6,43
2015-08-28,36811290,12,2,22
2015-08-29,38382964,12,5,34
2015-08-30,39216494,12,3,22
2015-08-31,36298509,16,5,41
2015-09-01,35637762,27,4,40
2015-09-02,34206832,16,1,30
2015-09-03,34181496,7,3,32
2015-09-04,34361905,11,5,49
2015-09-05,35492479,12,2,77
2015-09-06,37830749,44,2,56
2015-09-07,34236385,29,5,48
2015-09-08,34050636,26,2,39
2015-09-09,36071082,9,5,58
2015-09-10,36784370,8,4,30
2015-09-11,35127185,4,3,34
2015-09-12,37941952,11,4,50
2015-09-13,38473526,11,3,41
2015-09-14,35872109,7,2,34
2015-09-15,34547371,6,1,49
2015-09-16,33983031,13,2,29
2015-09-17,36418300,13,4,23
2015-09-18,35568728,10,10,47
2015-09-19,38204957,8,4,31
2015-09-20,37673548,17,2,40
2015-09-21,37499713,24,8,115
2015-09-22,37051884,26,4,138
2015-09-23,41410699,18,4,75
2015-09-24,34509413,9,5,58
2015-09-25,34409026,13,4,64
2015-09-26,36592100,8,5,54
2015-09-27,39168065,8,4,43
2015-09-28,36455812,14,5,56
2015-09-29,34233816,13,1,44
2015-09-30,33825294,9,3,33
2015-10-01,34270712,6,3,58
2015-10-02,35166574,7,3,47
2015-10-03,36568170,5,6,40
2015-10-04,38286855,10,2,39
2015-10-05,33550807,4,7,63
2015-10-06,33049945,14,5,51
2015-10-07,33144565,7,4,107
2015-10-08,33251470,6,3,35
2015-10-09,33966317,12,2,41
2015-10-10,36069225,12,15,41
2015-10-11,37008634,9,4,48
2015-10-12,37409451,6,4,82
2015-10-13,33411449,13,3,61
2015-10-14,33496854,11,3,52
2015-10-15,33300318,14,4,52
2015-10-16,33114578,9,5,45
2015-10-17,35208720,8,3,38
2015-10-18,37201376,12,1,76
2015-10-19,33493493,17,4,68
2015-10-20,33388675,12,5,51
2015-10-21,33737744,8,2,52
2015-10-22,33852257,13,9,29
2015-10-23,33911728,7,5,45
2015-10-24,35867745,9,5,32
2015-10-25,37281519,17,5,28
2015-10-26,33072805,14,8,41
2015-10-27,33059821,10,4,51
2015-10-28,33818166,34,5,491
2015-10-29,34148300,38,5,796
2015-10-30,34707459,27,7,373
2015-10-31,37089271,22,4,552
2015-11-01,37541873,15,1,165
2015-11-02,33433879,11,1,213
2015-11-03,37792315,14,6,132
2015-11-04,35726812,40,7,635
2015-11-05,33981965,26,9,405
2015-11-06,34376193,11,4,236
2015-11-07,36530241,21,7,370
2015-11-08,38620664,25,7,335
2015-11-09,34547066,21,3,250
2015-11-10,33658676,17,5,109
2015-11-11,34139204,15,3,88
2015-11-12,32579815,9,3,81
2015-11-13,33098065,16,3,78
2015-11-14,35716854,7,1,62
2015-11-15,37501359,11,9,59
2015-11-16,33447366,11,3,91
2015-11-17,32425622,12,4,75
2015-11-18,35647801,29,1,46
2015-11-19,34514772,16,6,158
2015-11-20,33806996,10,5,151
2015-11-21,36012153,8,1,51
2015-11-22,37402511,8,0,42
2015-11-23,38421831,14,3,45
2015-11-24,37249881,17,3,52
2015-11-25,33994469,10,5,73
2015-11-26,34852528,10,2,103
2015-11-27,34783841,5,5,154
2015-11-28,36434411,11,1,235
2015-11-29,37692478,10,1,170
2015-11-30,34302419,12,1,108
2015-12-01,34187847,8,3,112
2015-12-02,36184922,12,4,69
2015-12-03,33509077,12,2,119
2015-12-04,34888244,6,3,69
2015-12-05,35660246,9,5,134
2015-12-06,38298586,8,2,64
2015-12-07,34044781,7,1,46
2015-12-08,33461154,9,6,73
2015-12-09,33839378,28,3,83
2015-12-10,33775066,11,7,60
2015-12-11,34324580,26,4,240
2015-12-12,35169173,16,3,226
2015-12-13,37386470,7,2,93
2015-12-14,34799315,11,0,204
2015-12-15,34382157,11,8,141
2015-12-16,35358445,14,2,454
2015-12-17,34018326,14,2,133
2015-12-18,33259327,10,3,111
2015-12-19,34520669,18,1,61
2015-12-20,36807265,15,2,110
2015-12-21,33345502,15,3,95
2015-12-22,33671605,13,1,77
2015-12-23,36828055,27,4,148
2015-12-24,38945189,48,3,355
2015-12-25,38661674,14,12,157
2015-12-26,35544650,20,4,104
2015-12-27,35914503,16,4,82
2015-12-28,35180322,17,3,76
2015-12-29,36703273,10,4,69
2015-12-30,38507097,11,3,72
2015-12-31,53043625,7,7,33
2016-01-01,46662870,11,5,42
2016-01-02,34664460,16,0,119
2016-01-03,35331989,8,5,86
2016-01-04,35209460,5,3,119
2016-01-05,35113981,7,1,132
2016-01-06,34912134,4,3,95
2016-01-07,35316024,10,4,69
2016-01-08,34036749,19,5,572
2016-01-09,35056719,11,4,422
2016-01-10,36506495,20,1,137
2016-01-11,37847746,25,2,65
2016-01-12,33622952,7,3,79
2016-01-13,33812419,4,3,58
2016-01-14,33447470,23,1,52
2016-01-15,36313090,140,2,219
2016-01-16,34812481,136,13,222
2016-01-17,38020133,101,8,291
2016-01-18,39869635,100,5,331
2016-01-19,30494509,47,8,176
2016-01-20,33250571,65,7,485
2016-01-21,32464030,37,9,255
2016-01-22,34813494,21,4,235
2016-01-23,35569553,29,3,97
2016-01-24,39966895,19,4,54
2016-01-25,35503011,10,54,68
2016-01-26,34021838,16,40,92
2016-01-27,34426927,27,8,74
2016-01-28,34750522,13,4,78
2016-01-29,35052172,10,3,71
2016-01-30,36319613,23,6,89
2016-01-31,39323672,4,5,78
2016-02-01,34668950,12,4,59
2016-02-02,34167196,20,6,160
2016-02-03,34654232,24,6,171
2016-02-04,33749516,13,4,106
2016-02-05,35017164,9,1,63
2016-02-06,36405677,8,0,39
2016-02-07,39638974,8,4,53
2016-02-08,34996088,7,5,60
2016-02-09,35986923,14,3,48
2016-02-10,35839673,18,4,77
2016-02-11,38464923,8,5,67
2016-02-12,37089576,12,1,46
2016-02-13,38211611,9,1,37
2016-02-14,42356288,14,0,94
2016-02-15,35796950,7,3,49
2016-02-16,35155434,12,4,74
2016-02-17,34147441,15,7,79
2016-02-18,34690947,14,2,93
2016-02-19,34776183,12,4,61
2016-02-20,37191433,11,3,49
2016-02-21,38133382,24,2,76
2016-02-22,35120346,19,3,55
2016-02-23,33984928,15,0,74
2016-02-24,33527227,11,7,54
2016-02-25,34318219,35,13,199
2016-02-26,33668798,14,10,126
2016-02-27,36085436,16,7,109
2016-02-28,37053851,13,8,42
2016-02-29,34763566,15,3,100
2016-03-01,34260769,14,7,135
2016-03-02,33555141,8,2,93
2016-03-03,34187035,25,4,254
2016-03-04,34582669,9,2,118
2016-03-05,36969924,8,3,58
2016-03-06,37782526,14,0,85
2016-03-07,35428102,12,3,65
2016-03-08,36207460,12,8,55
2016-03-09,35853183,10,4,65
2016-03-10,35959862,15,5,70
2016-03-11,36476271,11,2,36
2016-03-12,36620583,11,1,35
2016-03-13,37698087,13,2,40
2016-03-14,35737662,13,0,98
2016-03-15,36051696,6,4,55
2016-03-16,35387725,5,4,43
2016-03-17,35810774,9,3,56
2016-03-18,35983576,9,6,70
2016-03-19,37180474,15,6,60
2016-03-20,37856434,16,0,29
2016-03-21,36275665,10,1,53
2016-03-22,36366173,6,0,92
2016-03-23,36218581,14,1,101
2016-03-24,36949795,21,9,105
2016-03-25,38112330,17,9,52
2016-03-26,38033196,14,4,41
2016-03-27,38355910,7,1,47
2016-03-28,36672905,12,4,41
2016-03-29,38465415,17,1,46
2016-03-30,37776589,13,1,59
2016-03-31,39190988,13,3,66
2016-04-01,42861808,17,4,80
2016-04-02,38417109,11,3,37
2016-04-03,39702794,8,3,68
2016-04-04,36338749,10,5,35
2016-04-05,36619858,17,1,61
2016-04-06,36889790,11,2,97
2016-04-07,36531793,5,2,96
2016-04-08,35780448,13,3,57
2016-04-09,37068503,50,3,68
2016-04-10,38991566,41,5,79
2016-04-11,33864203,10,7,66
2016-04-12,32278118,22,3,59
2016-04-13,32833367,17,4,65
2016-04-14,37872246,15,4,60
2016-04-15,34425487,21,7,42
2016-04-16,40274758,11,2,36
2016-04-17,39203759,12,1,59
2016-04-18,34540408,15,3,41
2016-04-19,34227986,17,6,68
2016-04-20,34445707,8,4,44
2016-04-21,34140592,14,3,35
2016-04-22,34876835,14,6,45
2016-04-23,37233303,10,2,46
2016-04-24,39100057,19,9,18
2016-04-25,34979484,12,5,31
2016-04-26,35690836,11,1,43
2016-04-27,35340047,12,2,87
2016-04-28,34964647,9,3,36
2016-04-29,37869101,7,2,33
2016-04-30,38428782,18,2,67
2016-05-01,39366007,25,4,44
2016-05-02,36438412,9,5,67
2016-05-03,38527195,22,3,146
2016-05-04,38777320,29,3,75
2016-05-05,40474012,27,2,94
2016-05-06,36750774,44,12,156
2016-05-07,38166826,44,2,121
2016-05-08,41107154,15,8,57
2016-05-09,35923083,9,6,45
2016-05-10,35489490,15,1,111
2016-05-11,35576216,9,5,58
2016-05-12,35800434,17,5,89
2016-05-13,36707479,12,4,66
2016-05-14,37807388,9,3,34
2016-05-15,39591374,17,1,88
2016-05-16,36938007,14,1,198
2016-05-17,34582858,6,2,112
2016-05-18,35764818,12,4,81
2016-05-19,35245651,4,5,65
2016-05-20,35803196,13,5,64
2016-05-21,37428835,12,4,57
2016-05-22,39546512,10,8,38
2016-05-23,35940183,9,2,48
2016-05-24,35970257,10,2,40
2016-05-25,35581219,10,3,67
2016-05-26,35538114,7,3,53
2016-05-27,35848016,10,5,47
2016-05-28,37484143,17,7,53
2016-05-29,39685042,7,8,50
2016-05-30,34398305,15,1,42
2016-05-31,35215453,8,5,38
2016-06-01,35191583,4,5,68
2016-06-02,34332251,10,8,46
2016-06-03,35252023,15,2,51
2016-06-04,36685698,13,5,66
2016-06-05,38322962,6,0,45
2016-06-06,35285614,6,5,40
2016-06-07,34981341,29,3,532
2016-06-08,35270147,8,6,128
2016-06-09,35760998,20,6,76
2016-06-10,36429982,12,8,78
2016-06-11,37000165,9,2,53
2016-06-12,39150273,11,3,51
2016-06-13,35252740,19,2,64
2016-06-14,35143546,12,5,66
2016-06-15,35718682,10,5,31
2016-06-16,35019283,3,4,46
2016-06-17,35537981,9,8,61
2016-06-18,38756609,13,5,71
2016-06-19,39218532,16,4,47
2016-06-20,35505852,10,7,49
2016-06-21,34796735,9,3,80
2016-06-22,35496496,5,6,43
2016-06-23,35699024,11,3,46
2016-06-24,36779195,10,3,31
2016-06-25,36883258,16,4,39
2016-06-26,39304972,8,1,57
2016-06-27,35395405,10,3,50
2016-06-28,34365222,19,4,86
2016-06-29,36778206,9,3,59
2016-06-30,35613462,21,5,77
2016-07-01,34925346,19,2,104
2016-07-02,40247924,16,5,65
2016-07-03,40720801,7,3,36
2016-07-04,36510562,14,0,41
2016-07-05,35514232,22,4,47
2016-07-06,34985174,18,4,59
2016-07-07,36939824,25,1,77
2016-07-08,35754544,16,1,92
2016-07-09,38125671,25,2,58
2016-07-10,41351258,18,6,64
2016-07-11,36157871,12,9,51
2016-07-12,35333536,13,2,75
2016-07-13,36200702,19,2,81
2016-07-14,35998213,6,2,64
2016-07-15,36598015,13,1,80
2016-07-16,38369503,18,1,39
2016-07-17,38510481,13,3,34
2016-07-18,40603614,13,0,35
2016-07-19,35632704,20,5,63
2016-07-20,36833395,24,5,70
2016-07-21,35841830,16,7,80
2016-07-22,40204353,47,3,114
2016-07-23,37595946,133,5,59
2016-07-24,39433967,208,8,60
2016-07-25,35021282,47,6,97
2016-07-26,34548066,27,7,48
2016-07-27,35772057,27,5,66
2016-07-28,36157768,16,5,61
2016-07-29,37012507,13,5,42
2016-07-30,37961329,15,5,36
2016-07-31,38958001,15,3,36
2016-08-01,36680321,12,3,28
2016-08-02,36684645,14,4,30
2016-08-03,36455202,16,7,43
2016-08-04,36237164,12,1,44
2016-08-05,37852893,13,6,93
2016-08-06,37449412,13,2,32
2016-08-07,37511974,12,5,53
2016-08-08,37377160,18,1,46
2016-08-09,36765679,10,4,27
2016-08-10,36787140,5,3,35
2016-08-11,38251246,9,3,27
2016-08-12,39069682,10,8,54
2016-08-13,38857088,17,8,58
2016-08-14,41216754,11,6,48
2016-08-15,38463443,10,2,31
2016-08-16,38264227,12,3,43
2016-08-17,38042973,13,2,45
2016-08-18,38234216,12,3,38
2016-08-19,38902415,15,10,43
2016-08-20,39185922,8,0,43
2016-08-21,39812066,7,4,19
2016-08-22,38642356,7,4,39
2016-08-23,36512717,9,7,45
2016-08-24,35804024,16,7,51
2016-08-25,36304325,17,4,56
2016-08-26,36743123,16,6,52
2016-08-27,37735517,20,5,43
2016-08-28,39247384,16,2,36
2016-08-29,35505644,15,2,48
2016-08-30,36150489,13,4,36
2016-08-31,36444595,12,2,35
2016-09-01,36329054,14,2,43
2016-09-02,34682604,9,3,49
2016-09-03,37811233,20,6,44
2016-09-04,39307550,9,3,35
2016-09-05,35007299,15,7,45
2016-09-06,35119178,9,6,59
2016-09-07,35250000,18,3,47
2016-09-08,36076084,9,2,55
2016-09-09,34442978,10,5,32
2016-09-10,36995519,11,8,28
2016-09-11,37339432,12,1,37
2016-09-12,34153320,18,5,62
